id_servicios,Cuestionario
67,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
68,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
69,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
70,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""El personal o departamento administrativo, son accesibles, eficientes, respetuosos y lo mas importante resuelven dudas o problem\u00e1ticas.""}"
71,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
72,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""la atenci\u00f3n al estudiante es muy buena ""}"
73,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""la atenci\u00f3n al estudiante es muy buena ""}"
74,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""la atenci\u00f3n al estudiante es muy buena ""}"
75,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""la atenci\u00f3n al estudiante es muy buena ""}"
76,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""la atenci\u00f3n al estudiante es muy buena ""}"
77,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
78,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Siempre son muy amables, brindan muy buen trato!""}"
79,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
80,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""el personal administrativo y de servicios , brindan la informacion de una manera rapida, cualquier duda que tengo me la responden , es muy agradable la forma de atender.""}"
81,"{""Pregunta_1"":""3"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""3"",""Pregunta_9"":""2"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
82,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Me agrada mucho la universidad, y el rato que recibimos del personal en general.""}"
83,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""En su mayor\u00eda, las consultas que realice fueron v\u00eda correo electr\u00f3nico y recib\u00ed una r\u00e1pida respuesta.""}"
84,"{""Pregunta_1"":""3"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""3"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""3"",""Pregunta_9"":""3"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
85,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Los compa\u00f1eros son muy deedicados , muy amables , simp\u00e1tics , respetuosos y atienden Muy bienn\ud83e\udd70 gracias ""}"
86,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""3"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
87,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""3"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
88,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
89,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
90,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
91,"{""Pregunta_1"":""3"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""3"",""Pregunta_9"":""2"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
92,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
93,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
94,"{""Pregunta_1"":""4"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
95,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""3"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
96,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""3"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
97,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""3"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""El personal siempre est\u00e1 disponible ante cualquier  duda que surge, siempre con soluciones de acuerdo a nuestras posibilidades, amables y atentos!""}"
98,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""No tengo ninguna queja con el tipo de servicio recibido gracias""}"
99,"{""Pregunta_1"":""4"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""3"",""Pregunta_9"":""3"",""Pregunta_10"":""3"",""comentario"":""El personal administrativo y dem\u00e1s te ayuda con tus problemas en entender algunas cosas y si te atiende, de forma formal. ""}"
100,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
101,"{""Pregunta_1"":""4"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""2"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""2"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Necesitamosnmas mas apoyo para la elavoracion de practicas por parte de la institucion asi como equipo, material para realizarlas ""}"
102,"{""Pregunta_1"":""3"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""3"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Sin comentarios.\r\nTodo bien!!!""}"
103,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
104,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""3"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""El personal administrativo en lo personal siempre resolv\u00edan dudas y atend\u00edan cada pregunta o comentario que se nos presentar\u00e1. Est\u00e1n administrados de tal manera que cada \u00e1rea es atendida adecuadamente respecto a cualquier duda o en su caso inconveniente que se nos presentar\u00e1, siempre muy atentos y respetuosos. ""}"
105,"{""Pregunta_1"":""3"",""Pregunta_2"":""3"",""Pregunta_3"":""2"",""Pregunta_4"":""3"",""Pregunta_5"":""3"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""3"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Son atentos, pero no estar\u00eda mal brindar m\u00e1s atenci\u00f3n a los estudiantes.""}"
106,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""3"",""Pregunta_6"":""3"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
107,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""3"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Muy eficaces""}"
108,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""2"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""3"",""Pregunta_9"":""2"",""Pregunta_10"":""4"",""comentario"":""Le doy las gracias por tomar en cuenta la opini\u00f3n de los alumnos.\r\nUna cosa que quiero mencionar, es que tengan maestros preparados y que amen su profesi\u00f3n y no nada m\u00e1s por el dinero, tuve una mala experiencia con una maestra que me reprob\u00f3, seg\u00fan ella yo no estaba en la plataforma, cuando si estaba y entregue los trabajos a tiempo.  Solo que tomen en cuenta que es una universidad privada, en donde el alumno debe de recibir el mejor trato.""}"
109,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
110,"{""Pregunta_1"":""3"",""Pregunta_2"":""4"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""3"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""3"",""Pregunta_9"":""3"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
111,"{""Pregunta_1"":""3"",""Pregunta_2"":""4"",""Pregunta_3"":""2"",""Pregunta_4"":""4"",""Pregunta_5"":""2"",""Pregunta_6"":""2"",""Pregunta_7"":""2"",""Pregunta_8"":""2"",""Pregunta_9"":""2"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
112,"{""Pregunta_1"":""3"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
113,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
114,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""3"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
115,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
116,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
117,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
118,"{""Pregunta_1"":""3"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""2"",""Pregunta_6"":""3"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""3"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
119,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""3"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Son amables y muy serviales, apoyan a sus estudiantes en tiempo de dificultades. Son compencibles. ""}"
120,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
121,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
122,"{""Pregunta_1"":""4"",""Pregunta_2"":""4"",""Pregunta_3"":""4"",""Pregunta_4"":""4"",""Pregunta_5"":""4"",""Pregunta_6"":""4"",""Pregunta_7"":""4"",""Pregunta_8"":""4"",""Pregunta_9"":""4"",""Pregunta_10"":""4"",""comentario"":""Todas mis dudas fueron aclaradas con amabilidad y con congruencia me brindaron atenci\u00f3n as\u00ed les llamar\u00e1 5 veces al d\u00eda Muchas Gracias ""}"
123,"{""Pregunta_1"":""3"",""Pregunta_2"":""3"",""Pregunta_3"":""3"",""Pregunta_4"":""3"",""Pregunta_5"":""3"",""Pregunta_6"":""3"",""Pregunta_7"":""3"",""Pregunta_8"":""3"",""Pregunta_9"":""3"",""Pregunta_10"":""3"",""comentario"":""Escribe aqu\u00ed tus comentarios. (Recuerda borrar este texto antes de escribir tu comentario)""}"
